movie_id,title,genres,vote_average,vote_count
76338,Thor: The Dark World,"['Action', 'Adventure', 'Fantasy']",6.8,4755
76341,Mad Max: Fury Road,"['Action', 'Adventure', 'ScienceFiction', 'Thriller']",7.2,9427
13448,Angels & Demons,"['Thriller', 'Mystery']",6.5,2129
10195,Thor,"['Adventure', 'Fantasy', 'Action']",6.6,6525
13053,Bolt,"['Animation', 'Family', 'Adventure', 'Comedy']",6.3,1750
19585,G-Force,"['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']",5.1,510
57165,Wrath of the Titans,['Adventure'],5.5,1431
62213,Dark Shadows,"['Comedy', 'Fantasy']",5.7,2320
177677,Mission: Impossible - Rogue Nation,"['Action', 'Adventure', 'Thriller']",7.1,3224
7978,The Wolfman,"['Drama', 'Horror', 'Thriller']",5.5,549
5559,Bee Movie,"['Family', 'Animation', 'Adventure', 'Comedy']",5.7,1171
49444,Kung Fu Panda 2,"['Animation', 'Family']",6.7,1880
10196,The Last Airbender,"['Action', 'Adventure', 'Family', 'Fantasy']",4.7,1151
956,Mission: Impossible III,"['Adventure', 'Action', 'Thriller']",6.5,2028
117251,White House Down,"['Action', 'Drama', 'Thriller']",6.4,1891
50321,Mars Needs Moms,"['Adventure', 'Animation', 'Family']",5.5,199
11619,Flushed Away,"['Adventure', 'Animation', 'Comedy', 'Family']",6,874
266647,Pan,"['Adventure', 'Family', 'Fantasy']",5.9,954
82703,Mr. Peabody & Sherman,"['Animation', 'Adventure', 'Family']",6.7,843
652,Troy,"['Adventure', 'Drama', 'War']",6.9,2759
80321,Madagascar 3: Europe's Most Wanted,"['Animation', 'Family']",6.4,1808
36669,Die Another Day,"['Adventure', 'Action', 'Thriller']",5.8,1092
43074,Ghostbusters,"['Action', 'Fantasy', 'Comedy']",5.3,2142
95,Armageddon,"['Action', 'Thriller', 'ScienceFiction', 'Adventure']",6.4,2482
608,Men in Black II,"['Action', 'Adventure', 'Comedy', 'ScienceFiction']",6,3114
2310,Beowulf,"['Adventure', 'Action', 'Animation']",5.5,841
140300,Kung Fu Panda 3,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",6.7,1603
56292,Mission: Impossible - Ghost Protocol,"['Action', 'Thriller', 'Adventure']",6.8,3972
81188,Rise of the Guardians,"['Fantasy', 'Animation', 'Family']",7.1,1922
7552,Fun with Dick and Jane,['Comedy'],5.9,627
616,The Last Samurai,"['Drama', 'Action', 'War', 'History']",7.3,1895
147441,Exodus: Gods and Kings,"['Adventure', 'Drama', 'Action']",5.6,1921
13475,Star Trek,"['ScienceFiction', 'Action', 'Adventure']",7.4,4518
557,Spider-Man,"['Fantasy', 'Action']",6.8,5265
82702,How to Train Your Dragon 2,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",7.6,3106
205584,Gods of Egypt,['Fantasy'],5.3,1277
10048,Stealth,['Action'],4.9,331
13183,Watchmen,"['Action', 'Mystery', 'ScienceFiction']",7,2811
944,Lethal Weapon 4,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",6.3,767
1927,Hulk,"['Drama', 'Action', 'ScienceFiction']",5.3,1533
72559,G.I. Joe: Retaliation,"['Adventure', 'Action', 'ScienceFiction', 'Thriller']",5.4,3025
7364,Sahara,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",5.7,434
2114,Final Fantasy: The Spirits Within,"['Adventure', 'Action', 'Animation', 'Fantasy', 'ScienceFiction', 'Thriller']",5.9,433
1771,Captain America: The First Avenger,"['Action', 'Adventure', 'ScienceFiction']",6.6,7047
36643,The World Is Not Enough,"['Adventure', 'Action', 'Thriller']",6,862
8619,Master and Commander: The Far Side of the World,['Adventure'],6.9,790
50620,The Twilight Saga: Breaking Dawn - Part 2,"['Adventure', 'Fantasy', 'Drama', 'Romance']",6.1,2553
65759,Happy Feet Two,"['Animation', 'Comedy', 'Family']",5.8,373
1724,The Incredible Hulk,"['ScienceFiction', 'Action', 'Adventure']",6.1,3021
267935,The BFG,"['Adventure', 'Family', 'Fantasy']",6,1000
281957,The Revenant,"['Western', 'Drama', 'Adventure', 'Thriller']",7.3,6396
77950,Turbo,"['Animation', 'Family']",6.1,1074
44896,Rango,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']",6.6,2051
270946,Penguins of Madagascar,"['Family', 'Animation', 'Adventure', 'Comedy']",6.5,1346
2503,The Bourne Ultimatum,"['Action', 'Drama', 'Mystery', 'Thriller']",7.3,2888
9502,Kung Fu Panda,"['Adventure', 'Animation', 'Family', 'Comedy']",6.9,3145
102899,Ant-Man,"['ScienceFiction', 'Action', 'Adventure']",7,5880
101299,The Hunger Games: Catching Fire,"['Adventure', 'Action', 'ScienceFiction']",7.4,6495
228161,Home,"['Fantasy', 'Comedy', 'Animation', 'ScienceFiction', 'Family']",6.8,1519
74,War of the Worlds,"['Adventure', 'Thriller', 'ScienceFiction']",6.2,2322
8961,Bad Boys II,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",6.3,1564
417859,Puss in Boots,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",6.4,451
27576,Salt,"['Action', 'Mystery', 'Thriller']",6.2,2093
86834,Noah,"['Drama', 'Adventure']",5.6,2350
17578,The Adventures of Tintin,"['Adventure', 'Animation', 'Mystery']",6.7,2061
673,Harry Potter and the Prisoner of Azkaban,"['Adventure', 'Fantasy', 'Family']",7.7,5877
6972,Australia,['Drama'],6.3,694
82700,After Earth,"['ScienceFiction', 'Action', 'Adventure']",5,2532
10567,Dinosaur,"['Animation', 'Family']",6.2,542
181533,Night at the Museum: Secret of the Tomb,"['Adventure', 'Comedy', 'Fantasy', 'Family']",6.1,1851
38055,Megamind,"['Animation', 'Action', 'Comedy', 'Family', 'ScienceFiction']",6.7,1918
671,Harry Potter and the Philosopher's Stone,"['Adventure', 'Fantasy', 'Family']",7.5,7006
49524,R.I.P.D.,"['Fantasy', 'Action', 'Comedy', 'Crime']",5.4,1260
22,Pirates of the Caribbean: The Curse of the Black Pearl,"['Adventure', 'Fantasy', 'Action']",7.5,6985
131631,The Hunger Games: Mockingjay - Part 1,"['ScienceFiction', 'Adventure', 'Thriller']",6.6,5584
591,The Da Vinci Code,"['Thriller', 'Mystery']",6.5,2704
172385,Rio 2,"['Animation', 'Adventure', 'Comedy', 'Family']",6.3,978
36658,X2,"['Adventure', 'Action', 'ScienceFiction', 'Thriller']",6.8,3506
51497,Fast Five,"['Action', 'Thriller', 'Crime']",7.1,2438
58574,Sherlock Holmes: A Game of Shadows,"['Adventure', 'Action', 'Crime', 'Mystery']",7,3886
18823,Clash of the Titans,"['Adventure', 'Fantasy', 'Action']",5.6,2233
861,Total Recall,"['Action', 'Adventure', 'ScienceFiction']",7.1,1710
1911,The 13th Warrior,"['Adventure', 'Fantasy', 'Action']",6.4,510
49040,The Bourne Legacy,"['Action', 'Thriller']",6,2651
415,Batman & Robin,"['Action', 'Crime', 'Fantasy']",4.2,1418
8871,How the Grinch Stole Christmas,"['Family', 'Comedy', 'Fantasy']",6.2,1386
435,The Day After Tomorrow,"['Action', 'Adventure', 'ScienceFiction', 'Thriller']",6.2,2392
955,Mission: Impossible II,"['Adventure', 'Action', 'Thriller']",5.9,1928
2133,The Perfect Storm,['Drama'],6.2,597
1979,Fantastic 4: Rise of the Silver Surfer,"['Adventure', 'Fantasy', 'Action', 'Thriller']",5.4,2589
87827,Life of Pi,"['Adventure', 'Drama', 'Action']",7.2,5797
1250,Ghost Rider,"['Thriller', 'Action', 'Fantasy', 'Horror']",5.2,1712
324668,Jason Bourne,"['Action', 'Thriller']",5.9,2341
9471,Charlie's Angels: Full Throttle,"['Action', 'Adventure', 'Comedy']",5.2,914
70981,Prometheus,"['ScienceFiction', 'Adventure', 'Mystery']",6.3,5080
10996,Stuart Little 2,"['Family', 'Adventure', 'Animation', 'Comedy']",5.4,613
68724,Elysium,"['ScienceFiction', 'Action', 'Drama', 'Thriller']",6.4,3439
2789,The Chronicles of Riddick,"['Action', 'ScienceFiction']",6.3,1570
97020,RoboCop,"['Action', 'ScienceFiction']",5.7,2342
7459,Speed Racer,"['Action', 'Family', 'ScienceFiction']",5.7,354
42888,How Do You Know,"['Comedy', 'Drama', 'Romance']",4.9,223
37834,Knight and Day,"['Action', 'Comedy']",5.9,1547
75612,Oblivion,"['Action', 'ScienceFiction', 'Adventure', 'Mystery']",6.4,4800
1895,Star Wars: Episode III - Revenge of the Sith,"['ScienceFiction', 'Adventure', 'Action']",7.1,4116
1894,Star Wars: Episode II - Attack of the Clones,"['Adventure', 'Action', 'ScienceFiction']",6.4,3992
585,"Monsters, Inc.","['Animation', 'Comedy', 'Family']",7.5,5996
76170,The Wolverine,"['Action', 'ScienceFiction', 'Adventure', 'Fantasy']",6.3,4053
1893,Star Wars: Episode I - The Phantom Menace,"['Adventure', 'Action', 'ScienceFiction']",6.3,4432
49519,The Croods,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",6.8,2399
2395,Asterix at the Olympic Games,"['Fantasy', 'Adventure', 'Comedy', 'Family']",5,471
12100,Windtalkers,"['Drama', 'Action', 'History', 'War']",5.8,341
290595,The Huntsman: Winter's War,"['Action', 'Adventure', 'Drama']",6,1523
98566,Teenage Mutant Ninja Turtles,"['ScienceFiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']",5.8,2636
49047,Gravity,"['ScienceFiction', 'Thriller', 'Drama']",7.3,5751
9619,Dante's Peak,"['Action', 'Adventure', 'Thriller']",5.7,428
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,"['Fantasy', 'Action', 'Adventure', 'Comedy']",5.8,963
166424,Fantastic Four,"['Action', 'Adventure', 'ScienceFiction']",4.4,2278
1593,Night at the Museum,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",6.3,2862
254128,San Andreas,"['Action', 'Drama', 'Thriller']",6,2968
714,Tomorrow Never Dies,"['Adventure', 'Action', 'Thriller']",6,925
2024,The Patriot,"['Drama', 'History', 'War', 'Action']",6.8,1099
163,Ocean's Twelve,"['Thriller', 'Crime']",6.4,2124
787,Mr. & Mrs. Smith,"['Action', 'Comedy', 'Drama', 'Thriller']",6.5,2965
262500,Insurgent,"['Adventure', 'ScienceFiction', 'Thriller']",6.2,3829
2567,The Aviator,['Drama'],7,1489
38745,Gulliver's Travels,['Comedy'],4.9,621
40805,The Green Hornet,"['Action', 'Crime', 'Comedy']",5.5,1251
53182,300: Rise of an Empire,"['Action', 'War']",6.1,2397
41513,The Smurfs,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",5.5,1179
13700,Home on the Range,"['Animation', 'Family']",5.7,389
262504,Allegiant,"['Adventure', 'ScienceFiction']",5.9,1998
39254,Real Steel,"['Action', 'ScienceFiction', 'Drama']",6.6,2692
77931,The Smurfs 2,"['Fantasy', 'Family', 'Comedy', 'Animation']",5.5,695
1639,Speed 2: Cruise Control,"['Action', 'Adventure', 'Thriller']",4.1,434
80274,Ender's Game,"['ScienceFiction', 'Action', 'Adventure']",6.6,2303
1571,Live Free or Die Hard,"['Action', 'Thriller']",6.4,2089
120,The Lord of the Rings: The Fellowship of the Ring,"['Adventure', 'Fantasy', 'Action']",8,8705
10204,Around the World in 80 Days,"['Action', 'Adventure', 'Comedy']",5.7,672
8489,Ali,['Drama'],6.7,447
10588,The Cat in the Hat,"['Comedy', 'Fantasy', 'Family']",4.9,366
2048,"I, Robot","['Action', 'ScienceFiction']",6.7,3793
1495,Kingdom of Heaven,"['Drama', 'Action', 'Adventure', 'History', 'War']",6.6,1157
10137,Stuart Little,"['Animation', 'Fantasy', 'Family', 'Comedy']",5.8,959
10198,The Princess and the Frog,"['Romance', 'Family', 'Animation', 'Music']",6.7,1247
286217,The Martian,"['Drama', 'Adventure', 'ScienceFiction']",7.6,7268
1635,The Island,"['Action', 'Thriller', 'ScienceFiction', 'Adventure']",6.5,1770
24113,Town & Country,"['Comedy', 'Romance']",3.7,16
9679,Gone in Sixty Seconds,"['Action', 'Crime', 'Thriller']",6.1,1485
98,Gladiator,"['Action', 'Drama', 'Adventure']",7.9,5439
180,Minority Report,"['Action', 'Thriller', 'ScienceFiction', 'Mystery']",7.1,2608
672,Harry Potter and the Chamber of Secrets,"['Adventure', 'Fantasy', 'Family']",7.4,5815
36557,Casino Royale,"['Adventure', 'Action', 'Thriller']",7.3,3855
869,Planet of the Apes,"['Thriller', 'ScienceFiction', 'Action', 'Adventure']",5.6,1243
280,Terminator 2: Judgment Day,"['Action', 'Thriller', 'ScienceFiction']",7.7,4185
11322,Public Enemies,"['History', 'Crime', 'Drama']",6.5,1344
4982,American Gangster,"['Drama', 'Crime']",7.4,1502
36955,True Lies,"['Action', 'Thriller']",6.8,1116
18487,The Taking of Pelham 1 2 3,"['Thriller', 'Drama', 'Crime']",6.2,954
39451,Little Fockers,"['Comedy', 'Romance']",5.4,1060
27581,The Other Guys,"['Action', 'Comedy', 'Crime']",6.1,1383
9268,Eraser,"['Action', 'Drama', 'Mystery', 'Thriller']",5.6,543
68718,Django Unchained,"['Drama', 'Western']",7.8,10099
10545,The Hunchback of Notre Dame,"['Drama', 'Animation', 'Family']",6.8,1129
11688,The Emperor's New Groove,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",7.2,1490
76163,The Expendables 2,"['Action', 'Adventure', 'Thriller']",6.1,2896
2059,National Treasure,"['Adventure', 'Action', 'Thriller', 'Mystery']",6.4,1926
2486,Eragon,"['Fantasy', 'Action', 'Adventure', 'Family']",4.9,967
16523,Where the Wild Things Are,"['Family', 'Fantasy']",6.4,572
116711,Epic,"['Animation', 'Adventure', 'Family', 'Fantasy']",6.4,1121
37710,The Tourist,"['Action', 'Thriller', 'Romance']",6,1699
9946,End of Days,"['Action', 'Fantasy', 'Horror', 'Mystery']",5.5,482
1372,Blood Diamond,"['Drama', 'Thriller', 'Action']",7.3,2281
106646,The Wolf of Wall Street,"['Crime', 'Drama', 'Comedy']",7.9,6571
414,Batman Forever,"['Action', 'Crime', 'Fantasy']",5.2,1498
563,Starship Troopers,"['Adventure', 'Action', 'Thriller', 'ScienceFiction']",6.7,1560
83542,Cloud Atlas,"['Drama', 'ScienceFiction']",6.6,2977
41216,Legend of the Guardians: The Owls of Ga'Hoole,"['Animation', 'Adventure', 'Family', 'Fantasy']",6.5,703
314,Catwoman,"['Action', 'Crime']",4.2,808
184315,Hercules,"['Action', 'Adventure']",5.6,1680
9016,Treasure Planet,"['Adventure', 'Animation', 'Family', 'Fantasy', 'ScienceFiction']",7.2,948
18162,Land of the Lost,"['Adventure', 'Comedy', 'ScienceFiction']",5.3,381
138103,The Expendables 3,"['Action', 'Adventure', 'Thriller']",6.1,1795
257088,Point Break,"['Action', 'Crime', 'Thriller']",5.5,783
10214,Son of the Mask,"['Fantasy', 'Comedy', 'Family', 'Adventure']",3.6,338
205775,In the Heart of the Sea,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",6.5,1276
11692,The Adventures of Pluto Nash,"['Action', 'Comedy', 'ScienceFiction']",4.4,142
22972,Green Zone,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']",6.4,717
227973,The Peanuts Movie,['Animation'],6.5,604
29193,The Spanish Prisoner,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.1,73
1734,The Mummy Returns,"['Adventure', 'Action', 'Fantasy']",6,2206
3131,Gangs of New York,"['Drama', 'History', 'Crime']",7.1,1910
76758,The Flowers of War,"['Drama', 'History', 'War']",7.1,187
9408,Surf's Up,"['Animation', 'Comedy', 'Family']",5.9,601
9890,The Stepford Wives,"['Action', 'Comedy', 'ScienceFiction']",5.4,334
855,Black Hawk Down,"['Action', 'History', 'War']",7.2,1811
77953,The Campaign,['Comedy'],5.6,578
18,The Fifth Element,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'ScienceFiction']",7.3,3885
37786,Sex and the City 2,"['Comedy', 'Drama', 'Romance']",5.4,426
10501,The Road to El Dorado,"['Adventure', 'Animation', 'Comedy', 'Family']",7,858
57800,Ice Age: Continental Drift,"['Animation', 'Comedy', 'Adventure', 'Family']",6.2,2672
150689,Cinderella,"['Romance', 'Fantasy', 'Family', 'Drama']",6.7,2374
7980,The Lovely Bones,"['Fantasy', 'Drama']",6.6,1065
12,Finding Nemo,"['Animation', 'Family']",7.6,6122
122,The Lord of the Rings: The Return of the King,"['Adventure', 'Fantasy', 'Action']",8.1,8064
121,The Lord of the Rings: The Two Towers,"['Adventure', 'Fantasy', 'Action']",8,7487
68737,Seventh Son,"['Adventure', 'Fantasy']",5.2,957
1995,Lara Croft: Tomb Raider,"['Adventure', 'Fantasy', 'Action', 'Thriller']",5.7,2192
157353,Transcendence,"['Thriller', 'ScienceFiction', 'Drama', 'Mystery']",5.9,2295
